name,pos,pts,pts_ppr,year
adrian_peterson,RB,307.0,347.4,2012
doug_martin,RB,263.0,311.6,2012
arian_foster,RB,262.0,302.1,2012
marshawn_lynch,RB,247.0,269.6,2012
alfred_morris,RB,241.0,252.0,2012
calvin_johnson,WR,220.0,342.4,2012
brandon_marshall,WR,217.0,334.6,2012
drew_brees,QB,346.0,345.6,2012
aaron_rodgers,QB,344.0,344.6,2012
ray_rice,RB,222.0,283.1,2012
tom_brady,QB,340.0,340.3,2012
dez_bryant,WR,208.0,299.7,2012
aj_green,WR,203.0,299.8,2012
cj_spiller,RB,212.0,255.3,2012
demaryius_thomas,WR,197.0,291.4,2012
jamaal_charles,RB,205.0,239.5,2012
trent_richardson,RB,204.0,254.7,2012
cam_newton,QB,323.0,323.5,2012
vincent_jackson,WR,188.0,260.4,2012
stevan_ridley,RB,199.0,205.4,2012
andre_johnson,WR,186.0,295.8,2012
robert_griffin,QB,318.0,317.5,2012
frank_gore,RB,197.0,224.8,2012
eric_decker,WR,184.0,269.4,2012
julio_jones,WR,183.0,261.8,2012
peyton_manning,QB,311.0,311.0,2012
roddy_white,WR,177.0,269.1,2012
jimmy_graham,TE,152.0,237.2,2012
matt_ryan,QB,305.0,304.9,2012
wes_welker,WR,171.0,289.4,2012
marques_colston,WR,171.0,254.4,2012
victor_cruz,WR,169.0,255.2,2012
rob_gronkowski,TE,143.0,198.0,2012
matt_forte,RB,177.0,221.4,2012
michael_crabtree,WR,165.0,250.3,2012
tony_gonzalez,TE,141.0,234.0,2012
chris_johnson,RB,176.0,211.5,2012
reggie_wayne,WR,163.0,269.0,2012
james_jones,WR,162.0,226.4,2012
reggie_bush,RB,172.0,206.8,2012
shonn_greene,RB,167.0,186.4,2012
mike_williams,WR,155.0,217.7,2012
heath_miller,TE,132.0,202.6,2012
steven_jackson,RB,163.0,200.6,2012
tony_romo,QB,279.0,279.9,2012
russell_wilson,QB,278.0,277.6,2012
michael_turner,RB,157.0,175.8,2012
jason_witten,TE,122.0,231.9,2012
andrew_luck,QB,276.0,276.5,2012
ahmad_bradshaw,RB,156.0,179.0,2012
matthew_stafford,QB,276.0,276.6,2012
randall_cobb,RB,155.0,240.6,2012
steve_smith,WR,142.0,215.1,2012
lance_moore,WR,140.0,205.1,2012
benjarvus_green-ellis,RB,152.0,173.8,2012
steve_johnson,WR,139.0,217.6,2012
cecil_shorts,WR,138.0,192.5,2012
mikel_leshoure,RB,149.0,183.2,2012
greg_olsen,TE,114.0,183.3,2012
torrey_smith,WR,134.0,183.4,2012
lesean_mccoy,RB,145.0,199.3,2012
dennis_pitta,TE,109.0,169.9,2012
ty_hilton,WR,131.0,187.0,2012
mike_wallace,WR,130.0,194.3,2012
owen_daniels,TE,108.0,169.6,2012
darren_sproles,RB,141.0,216.1,2012
miles_austin,WR,128.0,194.3,2012
kyle_rudolph,TE,105.0,158.3,2012
brandon_myers,TE,105.0,183.6,2012
jeremy_maclin,WR,126.0,194.7,2012
jermaine_gresham,TE,102.0,165.7,2012
justin_blackmon,WR,121.0,184.8,2012
jordy_nelson,WR,119.0,167.5,2012
andy_dalton,QB,251.0,250.8,2012
tyler_clutts,,,,2012
deangelo_williams,RB,130.0,143.4,2012
antonio_gates,TE,96.0,144.8,2012
richie_brockel,,,,2012
josh_freeman,QB,249.0,248.5,2012
joe_flacco,QB,235.0,234.9,2012
eli_manning,QB,233.0,232.9,2012
sam_bradford,QB,230.0,230.5,2012
matt_schaub,QB,225.0,225.8,2012
carson_palmer,QB,224.0,224.3,2012
ben_roethlisberger,QB,224.0,223.8,2012
ryan_fitzpatrick,QB,214.0,213.7,2012
philip_rivers,QB,208.0,208.2,2012
christian_ponder,QB,193.0,194.2,2012
jay_cutler,QB,185.0,184.6,2012
ryan_tannehill,QB,183.0,182.9,2012
colin_kaepernick,QB,174.0,174.1,2012
brandon_weeden,QB,166.0,165.6,2012
michael_vick,QB,152.0,151.7,2012
jake_locker,QB,132.0,132.1,2012
alex_smith,QB,123.0,122.7,2012
anquan_boldin,WR,118.0,183.4,2012
sidney_rice,WR,118.0,168.4,2012
mark_sanchez,QB,118.0,118.1,2012
danny_woodhead,RB,117.0,156.7,2012
denarius_moore,WR,116.0,166.6,2012
golden_tate,WR,116.0,160.7,2012
vick_ballard,RB,115.0,131.6,2012
brandon_lloyd,WR,115.0,189.1,2012
chad_henne,QB,113.0,114.2,2012
willis_mcgahee,RB,113.0,139.2,2012
brian_hartline,WR,112.0,186.3,2012
malcom_floyd,WR,111.0,167.4,2012
darren_mcfadden,RB,111.0,152.5,2012
demarco_murray,RB,111.0,146.4,2012
josh_gordon,WR,109.0,158.5,2012
andre_roberts,WR,109.0,172.8,2012
danario_alexander,WR,108.0,144.8,2012
antonio_brown,WR,105.0,171.1,2012
santana_moss,WR,105.0,145.7,2012
joique_bell,RB,104.0,155.9,2012
larry_fitzgerald,WR,104.0,174.8,2012
brandon_gibson,WR,99.0,150.1,2012
percy_harvin,WR,99.0,167.3,2012
nate_washington,WR,99.0,144.6,2012
ryan_mathews,RB,98.0,136.9,2012
donnie_avery,WR,97.0,157.0,2012
andre_brown,RB,97.0,109.1,2012
dwayne_bowe,WR,96.0,155.1,2012
brandon_lafell,WR,95.0,139.2,2012
pierre_thomas,RB,95.0,133.7,2012
blaine_gabbert,QB,94.0,94.1,2012
martellus_bennett,TE,93.0,147.6,2012
mark_ingram,RB,93.0,99.1,2012
darrius_heyward-bey,WR,92.0,133.2,2012
felix_jones,RB,92.0,117.4,2012
scott_chandler,TE,91.0,134.1,2012
chris_givens,WR,91.0,133.0,2012
jeremy_kerley,WR,91.0,153.2,2012
knowshon_moreno,RB,91.0,112.2,2012
greg_little,WR,90.0,143.2,2012
pierre_garcon,WR,88.0,132.2,2012
jacquizz_rodgers,RB,88.0,141.4,2012
hakeem_nicks,WR,87.0,140.2,2012
mike_tolbert,RB,87.0,114.1,2012
nick_foles,QB,86.0,86.2,2012
vernon_davis,TE,85.0,125.8,2012
kevin_kolb,QB,85.0,84.8,2012
kendall_wright,WR,85.0,149.0,2012
davone_bess,WR,84.0,144.8,2012
brandon_stokley,WR,84.0,129.4,2012
danny_amendola,WR,83.0,146.4,2012
kenny_britt,WR,83.0,127.9,2012
marcel_reece,RB,83.0,134.7,2012
bilal_powell,RB,82.0,98.7,2012
jonathan_dwyer,RB,81.0,98.9,2012
desean_jackson,WR,81.0,126.3,2012
fred_jackson,RB,81.0,115.4,2012
bryce_brown,RB,80.0,93.0,2012
andrew_hawkins,WR,80.0,131.3,2012
aaron_hernandez,TE,79.0,129.8,2012
matt_cassel,QB,78.0,78.3,2012
lance_kendricks,TE,78.0,119.9,2012
marcedes_lewis,TE,78.0,130.0,2012
michael_bush,RB,77.0,86.4,2012
jermichael_finley,TE,77.0,137.7,2012
matt_hasselbeck,QB,76.0,76.5,2012
rod_streater,WR,76.0,115.4,2012
jared_cook,TE,74.0,118.3,2012
leonard_hankerson,WR,73.0,110.8,2012
brent_celek,TE,72.0,129.4,2012
dwayne_allen,TE,71.0,115.6,2012
brandon_pettigrew,TE,71.0,129.7,2012
isaac_redman,RB,71.0,90.4,2012
larod_stephens-howling,RB,70.0,87.2,2012
domenik_hixon,WR,69.0,107.7,2012
kevin_ogletree,WR,69.0,100.5,2012
dallas_clark,TE,68.0,114.5,2012
donald_jones,WR,68.0,109.3,2012
jacob_tamme,TE,68.0,119.5,2012
daniel_thomas,RB,68.0,83.1,2012
ben_watson,TE,68.0,117.1,2012
david_wilson,RB,67.0,77.2,2012
jackie_battle,RB,66.0,80.9,2012
joel_dreessen,TE,66.0,106.6,2012
michael_floyd,WR,66.0,111.2,2012
josh_morgan,WR,66.0,113.5,2012
jason_avant,WR,65.0,117.8,2012
anthony_fasano,TE,65.0,106.2,2012
emmanuel_sanders,WR,65.0,109.0,2012
bernard_pierce,RB,64.0,70.9,2012
kevin_walter,WR,64.0,104.8,2012
titus_young,WR,64.0,96.9,2012
maurice_jones-drew,RB,62.0,76.0,2012
daryl_richardson,RB,62.0,85.8,2012
shane_vereen,RB,62.0,70.0,2012
greg_jennings,WR,61.0,96.6,2012
randy_moss,WR,61.0,89.4,2012
jonathan_stewart,RB,61.0,78.3,2012
donald_brown,RB,59.0,68.0,2012
ronnie_brown,RB,59.0,108.1,2012
alex_green,RB,59.0,76.9,2012
zach_miller,TE,58.0,93.6,2012
michael_jenkins,WR,57.0,96.9,2012
joe_morgan,WR,56.0,66.0,2012
tony_scheffler,TE,56.0,98.4,2012
doug_baldwin,WR,55.0,83.6,2012
alshon_jeffery,WR,55.0,78.7,2012
mario_manningham,WR,55.0,97.3,2012
tiquan_underwood,WR,55.0,82.6,2012
jeff_cumberland,TE,54.0,82.9,2012
dexter_mccluster,WR,54.0,106.2,2012
robert_turbin,RB,54.0,72.5,2012
beanie_wells,RB,54.0,54.8,2012
kendall_hunter,RB,53.0,62.1,2012
rashad_jennings,RB,53.0,72.3,2012
james_casey,TE,52.0,85.6,2012
tony_moeaki,TE,51.0,84.3,2012
earl_bennett,WR,50.0,78.5,2012
austin_pettis,WR,50.0,80.1,2012
delanie_walker,TE,50.0,71.4,2012
shaun_draughn,RB,49.0,73.1,2012
mike_goodson,RB,48.0,63.6,2012
rueben_randle,WR,48.0,66.8,2012
mohamed_sanu,WR,48.0,63.8,2012
justin_forsett,RB,47.0,50.2,2012
jacoby_jones,WR,47.0,95.2,2012
anthony_mccoy,TE,47.0,65.1,2012
travis_benjamin,WR,46.0,70.4,2012
harry_douglas,WR,46.0,83.9,2012
julian_edelman,WR,44.0,71.0,2012
garrett_graham,RB,44.0,72.3,2012
dustin_keller,TE,44.0,71.7,2012
brady_quinn,QB,44.0,44.2,2012
jarius_wright,WR,44.0,66.1,2012
ryan_broyles,WR,43.0,65.0,2012
nate_burleson,WR,43.0,69.8,2012
riley_cooper,WR,43.0,65.8,2012
ronnie_hillman,RB,43.0,53.2,2012
stephen_hill,WR,43.0,64.2,2012
aldrick_robinson,WR,43.0,54.1,2012
brad_smith,WR,43.0,62.8,2012
ben_tate,RB,43.0,53.8,2012
rob_housler,TE,42.0,86.7,2012
cedric_benson,RB,41.0,54.5,2012
brandon_bolden,RB,41.0,42.5,2012
coby_fleener,TE,40.0,66.1,2012
louis_murphy,WR,40.0,64.9,2012
montell_owens,RB,40.0,48.2,2012
cedric_peerman,RB,40.0,49.3,2012
jonathan_baldwin,WR,39.0,58.5,2012
tj_graham,WR,39.0,69.7,2012
devery_henderson,WR,39.0,60.9,2012
peyton_hillis,RB,39.0,49.1,2012
chaz_schilens,WR,39.0,66.9,2012
tom_crabtree,TE,38.0,46.3,2012
logan_paulsen,TE,37.0,61.8,2012
lamar_miller,RB,36.0,41.5,2012
montario_hardesty,RB,35.0,36.7,2012
chris_ivory,RB,35.0,37.2,2012
william_powell,RB,35.0,53.9,2012
james_starks,RB,35.0,38.6,2012
toby_gerhart,RB,34.0,54.4,2012
craig_stevens,TE,34.0,56.5,2012
charles_clay,RB,33.0,51.2,2012
kirk_cousins,QB,33.0,32.8,2012
fred_davis,TE,33.0,56.6,2012
kellen_davis,TE,33.0,51.9,2012
kevin_smith,RB,33.0,43.3,2012
david_thomas,TE,33.0,43.6,2012
lance_ball,RB,32.0,38.9,2012
armon_binns,WR,32.0,55.7,2012
delone_carter,RB,32.0,32.5,2012
robert_meachem,WR,32.0,46.1,2012
eddie_royal,WR,32.0,54.6,2012
evan_royster,RB,32.0,46.7,2012
john_skelton,QB,32.0,31.8,2012
damian_williams,WR,32.0,62.4,2012
devin_hester,WR,31.0,53.8,2012
santonio_holmes,WR,31.0,51.2,2012
marvin_jones,WR,31.0,48.8,2012
jason_snelling,RB,31.0,61.6,2012
dwayne_harris,WR,30.0,53.2,2012
michael_robinson,WR,30.0,42.5,2012
jordan_cameron,TE,29.0,48.6,2012
clay_harbor,RB,29.0,53.6,2012
dujuan_harris,RB,29.0,31.4,2012
kyle_williams,WR,29.0,43.3,2012
darrel_young,TE,29.0,36.9,2012
rashard_mendenhall,RB,28.0,37.4,2012
brian_quick,WR,28.0,38.6,2012
jordan_shipley,WR,28.0,51.4,2012
legarrette_blount,RB,27.0,28.3,2012
ryan_grant,RB,27.0,27.6,2012
john_kuhn,RB,27.0,42.1,2012
jorvorskie_lane,RB,27.0,38.2,2012
tashard_choice,RB,26.0,30.2,2012
braylon_edwards,WR,26.0,43.9,2012
derek_hagan,WR,26.0,45.9,2012
terrelle_pryor,QB,26.0,26.5,2012
chris_rainey,RB,26.0,40.2,2012
dante_rosario,TE,26.0,35.5,2012
micheal_spurlock,WR,26.0,61.0,2012
mohamed_massaquoi,WR,25.0,42.4,2012
jerome_simpson,WR,25.0,51.4,2012
brandon_tate,WR,25.0,38.1,2012
clyde_gates,WR,24.0,39.6,2012
vonta_leach,RB,24.0,44.5,2012
lavon_brazill,WR,23.0,33.6,2012
juron_criner,WR,23.0,39.1,2012
ed_dickson,TE,23.0,43.5,2012
damaris_johnson,WR,23.0,47.8,2012
laurent_robinson,WR,23.0,47.2,2012
luke_stocker,TE,23.0,38.5,2012
mike_thomas,WR,23.0,40.5,2012
ramses_barden,WR,22.0,36.0,2012
early_doucet,WR,22.0,49.6,2012
jamie_harper,RB,22.0,22.8,2012
jerricho_cotchery,WR,21.0,37.5,2012
will_heller,TE,21.0,38.0,2012
jacob_hester,RB,21.0,21.8,2012
lestar_jean,WR,21.0,27.1,2012
niles_paul,RB,21.0,29.1,2012
armando_allen,RB,20.0,22.0,2012
anthony_dixon,RB,20.0,19.8,2012
donald_driver,WR,20.0,27.7,2012
will_johnson,RB,20.0,35.4,2012
keshawn_martin,WR,20.0,29.8,2012
chris_ogbonnaya,RB,20.0,43.7,2012
jalen_parmele,RB,20.0,27.3,2012
curtis_brinkley,RB,19.0,31.2,2012
kris_durham,WR,19.0,26.5,2012
marlon_moore,WR,19.0,24.5,2012
devin_aromashodu,WR,18.0,29.2,2012
tandon_doss,WR,18.0,25.3,2012
byron_leftwich,QB,18.0,18.0,2012
joe_mcknight,RB,18.0,24.7,2012
tyrod_taylor,QB,18.0,18.5,2012
jason_campbell,QB,17.0,17.4,2012
jed_collins,RB,17.0,31.0,2012
brian_leonard,RB,17.0,28.3,2012
ryan_williams,RB,17.0,23.8,2012
jeremy_stewart,RB,16.0,24.3,2012
charlie_batch,QB,15.0,15.0,2012
deion_branch,WR,15.0,30.5,2012
shaun_hill,QB,15.0,14.8,2012
lamichael_james,RB,15.0,18.4,2012
dion_lewis,RB,15.0,17.3,2012
rishard_matthews,WR,15.0,26.1,2012
danny_ware,RB,15.0,29.1,2012
leon_washington,RB,15.0,25.4,2012
gary_barnidge,TE,14.0,19.8,2012
baron_batch,RB,14.0,18.0,2012
brian_hoyer,QB,14.0,13.8,2012
erik_lorig,RB,14.0,26.3,2012
mewelde_moore,RB,14.0,19.7,2012
matthew_mulligan,TE,14.0,22.4,2012
jordan_norwood,WR,14.0,26.8,2012
anthony_allen,RB,13.0,15.3,2012
cole_beasley,WR,13.0,27.8,2012
kevin_boss,TE,13.0,15.5,2012
stanley_havili,RB,13.0,19.5,2012
henry_hynoski,RB,13.0,24.0,2012
jeff_king,TE,13.0,29.9,2012
ryan_lindley,QB,13.0,12.8,2012
leonard_pope,TE,13.0,15.9,2012
lee_smith,TE,13.0,17.3,2012
steve_smith,WR,13.0,27.1,2012
armanti_edwards,WR,12.0,17.1,2012
greg_mcelroy,QB,12.0,11.6,2012
john_phillips,TE,12.0,19.5,2012
kealoha_pilares,WR,12.0,13.9,2012
donte_stallworth,WR,12.0,13.3,2012
tim_tebow,RB,12.0,11.8,2012
keith_toston,RB,12.0,14.5,2012
lawrence_vickers,RB,12.0,24.5,2012
josh_cooper,WR,11.0,18.6,2012
lance_dunbar,RB,11.0,16.8,2012
kevin_elliott,WR,11.0,20.8,2012
michael_hoomanawanui,TE,11.0,15.9,2012
plaxico_burress,WR,10.0,13.2,2012
stephen_burton,WR,10.0,14.5,2012
orson_charles,TE,10.0,18.1,2012
drew_davis,WR,10.0,14.0,2012
thaddeus_lewis,QB,10.0,10.5,2012
bruce_miller,RB,10.0,22.2,2012
kyle_orton,QB,10.0,9.6,2012
bear_pascoe,RB,10.0,13.5,2012
brian_robiskie,WR,10.0,14.4,2012
phillip_tanner,RB,10.0,14.2,2012
david_ausberry,TE,9.0,16.2,2012
dorin_dickerson,RB,9.0,17.9,2012
daniel_fells,TE,9.0,12.5,2012
james_hanna,TE,9.0,16.6,2012
todd_heap,TE,9.0,17.4,2012
colt_mccoy,QB,9.0,8.7,2012
matt_moore,QB,9.0,8.9,2012
richard_murphy,RB,9.0,9.2,2012
matt_spaeth,TE,9.0,14.8,2012
matt_willis,WR,9.0,19.0,2012
nate_byham,TE,8.0,10.8,2012
terrance_copper,WR,8.0,16.0,2012
jason_hill,WR,8.0,9.5,2012
michael_palmer,TE,8.0,14.2,2012
devier_posey,WR,8.0,14.4,2012
konrad_reuland,TE,8.0,19.3,2012
kahlil_bell,RB,7.0,8.9,2012
steve_breaston,WR,7.0,14.4,2012
rhett_ellison,TE,7.0,13.5,2012
jabar_gaffney,WR,7.0,10.8,2012
richard_gordon,TE,7.0,8.9,2012
brandon_jackson,RB,7.0,9.4,2012
greg_jones,RB,7.0,18.2,2012
leron_mcclain,RB,7.0,15.1,2012
jamar_newsome,WR,7.0,12.3,2012
ben_obomanu,WR,7.0,10.9,2012
david_reed,WR,7.0,11.6,2012
darius_reynaud,RB,7.0,29.8,2012
guy_whimper,TE,7.0,9.1,2012
cyrus_gray,RB,6.0,8.2,2012
ladarius_green,TE,6.0,9.6,2012
virgil_green,WR,6.0,11.3,2012
lavelle_hawkins,WR,6.0,11.2,2012
lex_hilliard,RB,6.0,9.6,2012
mike_johnson,TE,6.0,7.1,2012
chris_pressley,RB,6.0,7.1,2012
michael_preston,WR,6.0,10.9,2012
dj_williams,TE,6.0,12.7,2012
seyi_ajirotutu,WR,5.0,7.5,2012
brandon_banks,WR,5.0,13.1,2012
garrett_celek,TE,5.0,9.1,2012
josh_cribbs,WR,5.0,11.5,2012
roy_helu,RB,5.0,11.7,2012
quinn_johnson,RB,5.0,9.5,2012
steve_maneri,TE,5.0,10.1,2012
randy_mcmichael,RB,5.0,14.1,2012
david_paulson,TE,5.0,12.1,2012
isaiah_pead,RB,5.0,8.0,2012
alex_smith,RB,5.0,17.7,2012
taylor_thompson,TE,5.0,10.6,2012
ryan_whalen,WR,5.0,12.3,2012
devon_wylie,WR,5.0,11.3,2012
kyle_adams,TE,4.0,8.0,2012
arrelious_benn,WR,4.0,8.2,2012
greg_camarillo,WR,4.0,8.4,2012
john_carlson,WR,4.0,12.3,2012
toney_clemons,WR,4.0,7.1,2012
nate_eachus,RB,4.0,4.7,2012
jerome_felton,RB,4.0,6.5,2012
charly_martin,WR,4.0,8.2,2012
ruvell_martin,WR,4.0,8.1,2012
bernard_scott,RB,4.0,3.5,2012
anthony_sherman,RB,4.0,8.9,2012
kris_adams,WR,3.0,4.6,2012
jarrett_boykin,WR,3.0,7.7,2012
travaris_cadet,RB,3.0,7.9,2012
andre_caldwell,WR,3.0,4.2,2012
ben_hartsock,TE,3.0,5.0,2012
jerrel_jernigan,WR,3.0,5.8,2012
taiwan_jones,RB,3.0,5.2,2012
jermaine_kearse,WR,3.0,6.1,2012
matt_leinart,QB,3.0,2.6,2012
mike_mcneill,TE,3.0,7.1,2012
david_nelson,WR,3.0,5.1,2012
javon_ringer,RB,3.0,5.6,2012
deonte_thompson,WR,3.0,8.1,2012
eric_weems,WR,3.0,4.7,2012
johnny_white,RB,3.0,3.4,2012
tj_yates,QB,3.0,3.4,2012
derek_anderson,QB,2.0,2.3,2012
dezmon_briscoe,WR,2.0,4.3,2012
chase_daniel,QB,2.0,2.1,2012
jim_dray,TE,2.0,3.5,2012
matt_flynn,QB,2.0,2.2,2012
mardy_gilyard,WR,2.0,3.5,2012
bruce_gradkowski,QB,2.0,2.4,2012
cory_harkey,TE,2.0,3.1,2012
kregg_lumpkin,RB,2.0,2.2,2012
collin_mooney,RB,2.0,1.9,2012
jake_oconnell,TE,2.0,4.8,2012
dan_orlovsky,QB,2.0,2.0,2012
chris_owusu,WR,2.0,3.4,2012
evan_rodriguez,TE,2.0,6.1,2012
weslye_saunders,TE,2.0,3.5,2012
alfonso_smith,RB,2.0,4.1,2012
hayden_smith,TE,2.0,2.6,2012
anthony_armstrong,WR,1.0,4.2,2012
matt_asiata,RB,1.0,2.1,2012
laron_byrd,WR,1.0,1.8,2012
shaun_chapas,RB,1.0,1.6,2012
chase_coffman,TE,1.0,2.2,2012
austin_collie,WR,1.0,1.6,2012
chris_cooley,RB,1.0,1.8,2012
trent_edwards,QB,1.0,0.6,2012
tommy_gallarda,TE,1.0,1.7,2012
david_gilreath,WR,1.0,0.7,2012
jonathan_grimes,RB,1.0,3.3,2012
chris_gronkowski,RB,1.0,2.1,2012
dan_herron,RB,1.0,0.5,2012
andre_holmes,WR,1.0,3.1,2012
robert_hughes,RB,1.0,1.8,2012
brandon_jacobs,RB,1.0,0.7,2012
dominique_jones,TE,1.0,1.8,2012
stefan_logan,RB,1.0,6.5,2012
reagan_mauia,RB,1.0,1.7,2012
corey_mcintyre,RB,1.0,1.9,2012
evan_moore,TE,1.0,1.6,2012
preston_parker,WR,1.0,0.7,2012
lousaka_polite,RB,1.0,1.8,2012
zach_potter,TE,1.0,2.6,2012
allen_reisner,TE,1.0,2.3,2012
courtney_roby,WR,1.0,1.9,2012
dane_sanzenbacher,WR,1.0,1.7,2012
darel_scott,RB,1.0,0.9,2012
rusty_smith,QB,1.0,1.4,2012
isaiah_stanback,TE,1.0,1.6,2012
sammie_stroughter,WR,1.0,2.4,2012
will_taufoou,RB,1.0,1.5,2012
ryan_taylor,TE,1.0,2.1,2012
tyler_thigpen,QB,1.0,1.1,2012
jordan_todman,RB,1.0,1.8,2012
jordan_white,WR,1.0,2.3,2012
keiland_williams,RB,1.0,3.2,2012
kellen_winslow,TE,1.0,2.2,2012
kamar_aiken,,,,2012
alvester_alexander,,,,2012
joe_anderson,,,,2012
adrian_arrington,,,,2012
billy_bajema,,,,2012
edwin_baker,,,,2012
jake_ballard,,,,2012
joe_banyard,,,,2012
brandon_barden,,,,2012
phil_bates,,,,2012
travis_beckum,,,,2012
josh_bellamy,,,,2012
tim_benford,,,,2012
jahvid_best,,,,2012
matt_blanchard,,,,2012
brandon_bostick,,,,2012
allen_bradford,,,,2012
lamark_brown,,,,2012
mike_brown,,,,2012
vincent_brown,,,,2012
lamont_bryant,,,,2012
troy_burrell,,,,2012
deon_butler,,,,2012
jake_byrne,,,,2012
duke_calhoun,,,,2012
david_carr,QB,,0.5,2012
derek_carrier,,,,2012
greg_childs,,,,2012
jimmy_clausen,,,,2012
kellen_clemens,QB,,0.1,2012
danny_coale,,,,2012
bj_coleman,,,,2012
derrick_coleman,,,,2012
kevin_cone,,,,2012
john_conner,,,,2012
mike_cox,RB,,,2012
bj_cunningham,,,,2012
dominique_curry,,,,2012
austin_davis,,,,2012
bryce_davis,,,,2012
dominique_davis,,,,2012
jeff_demps,,,,2012
dennis_dixon,,,,2012
larry_donnell,,,,2012
david_douglas,,,,2012
drake_dunsmore,,,,2012
jeremy_ebert,,,,2012
michael_egnew,,,,2012
darren_evans,,,,2012
bradie_ewing,,,,2012
tony_fiammetta,,,,2012
chase_ford,,,,2012
jeff_fuller,,,,2012
terrance_ganaway,,,,2012
david_gettis,,,,2012
chris_givens,,,,2012
brittan_golden,,,,2012
richard_goodman,,,,2012
daniel_graham,,,,2012
jonas_gray,,,,2012
jared_green,,,,2012
rex_grossman,,,,2012
saalim_hakim,,,,2012
chad_hall,,,,2012
jewel_hampton,,,,2012
caleb_hanie,,,,2012
darius_hanks,,,,2012
chandler_harnish,,,,2012
clark_harris,,,,2012
jerome_harrison,,,,2012
cooper_helfet,,,,2012
junior_hemingway,,,,2012
brad_herman,,,,2012
michael_higgins,TE,,0.7,2012
trindon_holliday,WR,,13.7,2012
emil_igwenagu,,,,2012
jerrell_jackson,,,,2012
marcus_jackson,,,,2012
javarris_james,,,,2012
aj_jenkins,,,,2012
brian_jennings,,,,2012
jeremiah_johnson,,,,2012
case_keenum,,,,2012
mike_leach,,,,2012
ricardo_lockette,,,,2012
lance_long,,,,2012
elbert_mack,,,,2012
jeff_maehl,,,,2012
owen_marecic,,,,2012
jeron_mastrud,,,,2012
josh_mccown,,,,2012
luke_mccown,QB,,-0.3,2012
sean_mcgrath,,,,2012
marvin_mcnutt,,,,2012
davin_meggett,,,,2012
kerry_meier,,,,2012
lonyae_miller,,,,2012
devin_moore,,,,2012
kashif_moore,,,,2012
kellen_moore,,,,2012
cameron_morrah,,,,2012
dale_moss,,,,2012
derek_moye,,,,2012
legedu_naanee,WR,,0.9,2012
adam_nissley,,,,2012
danny_noble,,,,2012
jamize_olawale,,,,2012
kassim_osgood,,,,2012
jordan_palmer,,,,2012
nathan_palmer,WR,,0.6,2012
deangelo_peterson,,,,2012
chris_polk,,,,2012
royce_pollard,,,,2012
tauren_poole,,,,2012
taylor_price,,,,2012
andrew_quarless,,,,2012
richard_quinn,,,,2012
bobby_rainey,,,,2012
bert_reed,,,,2012
adrien_robinson,,,,2012
gerrell_robinson,,,,2012
james_rodgers,,,,2012
nelson_rosario,,,,2012
martin_rucker,,,,2012
greg_salas,,,,2012
owen_schmitt,RB,,0.1,2012
tray_session,,,,2012
visanthe_shiancoe,,,,2012
mickey_shuler,,,,2012
matthew_slater,,,,2012
brad_smelley,TE,,1.3,2012
antone_smith,,,,2012
armond_smith,RB,,,2012
michael_smith,,,,2012
justin_snow,,,,2012
nate_solder,,,,2012
stephen_spach,,,,2012
kory_sperry,,,,2012
drew_stanton,,,,2012
nick_stephens,,,,2012
maurice_stovall,,,,2012
tommy_streeter,,,,2012
chris_summers,,,,2012
phillip_supernaw,,,,2012
andrew_szczerba,,,,2012
alex_tanney,,,,2012
marcus_thigpen,RB,,13.3,2012
julius_thomas,,,,2012
nick_toon,,,,2012
ryan_torain,,,,2012
patrick_turner,,,,2012
brian_tyms,,,,2012
josh_vaughan,,,,2012
matt_veldman,,,,2012
joe_webb,QB,,-0.1,2012
griff_whalen,,,,2012
charlie_whitehurst,,,,2012
fozzy_whittaker,,,,2012
eddie_williams,,,,2012
javarris_williams,,,,2012
mike_willie,,,,2012
george_wilson,,,,2012
will_yeatman,,,,2012
dedrick_epps,TE,-1.0,-0.1,2012
ted_ginn,WR,-1.0,0.8,2012
brock_osweiler,QB,-1.0,-0.8,2012
graham_harrell,QB,-2.0,-1.5,2012
josh_johnson,,-2.0,-2.0,2012
ryan_mallett,QB,-2.0,-2.2,2012
joe_adams,WR,-4.0,-3.0,2012
