key,name,pos,team,bye,std,half_ppr,ppr,df_ints,rush_tds,two_pts,fumbles,kick_20_29,pass_yds,kick_extra_points,df_points_allowed_per_game,kick_50,df_safeties,pass_tds,reception_tds,rush_yds,receptions,df_fumbles,kick_40_49,pass_ints,reception_yds,df_tds,kick_30_39,df_sacks,kick_0_19
taylor_RB_IND,Jonathan Taylor,RB,IND,14.0,1.0,1.0,1.0,,13.7,0.0,2.8,,,,,,,,1.4,1536.6,40.7,,,0.0,339.4,,,,
mccaffrey_RB_CAR,Christian McCaffrey,RB,CAR,13.0,3.0,3.5,2.6,,6.4,0.5,3.0,,,,,,,,3.6,976.7,86.5,,,0.0,743.9,,,,
ekeler_RB_LAC,Austin Ekeler,RB,LAC,8.0,3.0,3.0,3.6,,9.2,0.5,3.0,,,,,,,,5.2,978.7,72.8,,,0.0,685.6,,,,
kupp_WR_LAR,Cooper Kupp,WR,LAR,7.0,4.3,4.3,4.0,,0.2,,0.5,,,,,,,,12.9,31.3,125.8,,,0.0,1660.3,0.1,,,
henry_RB_TEN,Derrick Henry,RB,TEN,6.0,4.7,3.8,4.8,,11.8,1.1,2.9,,,,,,,,0.7,1599.6,28.1,,,0.0,216.2,,,,
jefferson_WR_MIN,Justin Jefferson,WR,MIN,7.0,5.7,6.8,5.8,,0.1,,0.5,,,,,,,,9.2,26.3,102.4,,,0.0,1484.8,,,,
harris_RB_PIT,Najee Harris,RB,PIT,9.0,7.0,7.0,6.8,,7.7,0.1,4.0,,,,,,,,2.1,1135.3,58.7,,,0.0,380.8,,,,
cook_RB_MIN,Dalvin Cook,RB,MIN,7.0,7.3,6.8,8.0,,10.0,2.1,3.1,,,,,,,,0.9,1272.9,44.6,,,0.0,340.0,,,,
chase_WR_CIN,Ja'Marr Chase,WR,CIN,10.0,9.3,9.0,8.6,,0.4,,0.5,,,,,,,,9.6,64.5,88.5,,,0.0,1368.0,,,,
mixon_RB_CIN,Joe Mixon,RB,CIN,10.0,11.0,10.3,11.4,,10.0,,2.0,,,,,,,,2.6,1185.5,50.4,,,0.0,377.5,,,,
adams_WR_LV,Davante Adams,WR,LV,6.0,11.0,11.3,10.6,,0.0,,1.0,,,,,,,,8.7,0.3,113.1,,,0.0,1402.5,,,,
diggs_WR_BUF,Stefon Diggs,WR,BUF,7.0,13.0,13.5,12.4,,0.0,,1.0,,,,,,,,8.0,3.8,96.1,,,0.0,1229.4,,,,
kelce_TE_KC,Travis Kelce,TE,KC,8.0,13.7,14.0,14.8,,0.0,,1.0,,,,,,,,9.3,6.8,106.2,,,0.0,1251.9,,,,
swift_RB_DET,D'Andre Swift,RB,DET,6.0,13.7,15.0,12.8,,6.4,0.1,2.2,,,,,,,,2.5,855.9,62.6,,,0.0,458.1,,,,
williams_RB_DEN,Javonte Williams,RB,DEN,9.0,16.7,17.3,19.4,,6.4,0.2,2.1,,,,,,,,2.8,964.6,45.6,,,0.0,356.9,,,,
chubb_RB_CLE,Nick Chubb,RB,CLE,9.0,17.0,14.3,18.4,,7.0,,2.0,,,,,,,,1.0,1186.2,24.2,,,0.0,213.1,,,,
samuel_WR_SF,Deebo Samuel,WR,SF,9.0,17.7,19.5,17.8,,3.7,,1.0,,,,,,,,5.9,349.3,72.8,,,0.0,1113.7,,,,
hill_WR_MIA,Tyreek Hill,WR,MIA,11.0,18.7,21.0,19.4,,0.0,,0.5,,,,,,,,7.2,57.9,92.8,,,0.0,1108.5,,,,
lamb_WR_DAL,CeeDee Lamb,WR,DAL,9.0,19.0,17.5,17.4,,0.1,1.1,0.5,,,,,,,,6.2,59.0,83.7,,,0.0,1145.9,0.0,,,
kamara_RB_NO,Alvin Kamara,RB,NO,14.0,20.3,18.8,19.0,,5.7,,3.0,,,,,,,,3.7,840.7,51.8,,,0.0,470.3,,,,
andrews_TE_BAL,Mark Andrews,TE,BAL,10.0,21.3,22.5,22.2,,0.0,,0.5,,,,,,,,9.2,5.9,98.0,,,0.0,1229.3,,,,
barkley_RB_NYG,Saquon Barkley,RB,NYG,9.0,22.3,23.0,22.8,,5.6,,1.8,,,,,,,,2.2,949.3,55.2,,,0.0,410.2,,,,
jones_RB_GB,Aaron Jones,RB,GB,14.0,23.0,20.3,20.2,,5.5,,1.2,,,,,,,,4.0,892.1,63.6,,,0.0,560.4,,,,
fournette_RB_TB,Leonard Fournette,RB,TB,11.0,23.3,23.8,21.2,,8.8,,3.0,,,,,,,,2.0,910.8,69.8,,,0.0,489.4,,,,
allen_QB_BUF,Josh Allen,QB,BUF,7.0,23.7,21.8,24.2,,6.6,1.6,2.9,,4405.7,,,,,33.7,,750.9,,,,14.6,,,,,
brown_WR_PHI,A.J. Brown,WR,PHI,7.0,27.0,28.3,29.8,,0.0,,0.5,,,,,,,,8.2,11.7,77.2,,,0.0,1177.4,,,,
akers_RB_LAR,Cam Akers,RB,LAR,7.0,28.3,33.3,31.4,,7.0,0.1,4.1,,,,,,,,1.4,1097.5,36.0,,,0.0,310.7,,,,
evans_WR_TB,Mike Evans,WR,TB,11.0,28.7,25.5,24.8,,0.0,,1.0,,,,,,,,9.5,2.7,80.3,,,0.0,1120.7,,,,
allen_WR_LAC,Keenan Allen,WR,LAC,8.0,28.7,28.3,28.4,,0.0,,1.0,,,,,,,,7.1,1.3,98.7,,,0.0,1081.8,,,,
mahomes_QB_KC,Patrick Mahomes II,QB,KC,8.0,33.0,34.8,35.0,,3.2,1.7,2.2,,4922.7,,,,,34.9,,404.1,,,,13.1,,,,,
elliott_RB_DAL,Ezekiel Elliott,RB,DAL,9.0,33.3,32.5,31.2,,8.0,1.6,2.2,,,,,,,,1.7,902.8,39.6,,,0.0,282.9,,,,
pitts_TE_ATL,Kyle Pitts,TE,ATL,14.0,33.3,35.5,35.8,,0.0,,1.0,,,,,,,,4.2,0.5,71.1,,,0.0,980.9,,,,
higgins_WR_CIN,Tee Higgins,WR,CIN,10.0,34.7,31.3,32.0,,0.0,,1.0,,,,,,,,7.8,3.3,83.6,,,0.0,1203.7,,,,
montgomery_RB_CHI,David Montgomery,RB,CHI,14.0,35.3,32.5,32.8,,8.2,0.5,1.8,,,,,,,,1.8,1014.1,44.3,,,0.0,352.2,,,,
conner_RB_ARI,James Conner,RB,ARI,13.0,35.3,33.5,30.2,,10.1,,1.8,,,,,,,,2.5,904.6,43.4,,,0.0,370.7,,,,
gibson_RB_WSH,Antonio Gibson,RB,WSH,14.0,35.7,33.5,40.2,,7.7,0.0,2.8,,,,,,,,1.8,972.0,35.3,,,0.0,260.6,,,,
herbert_QB_LAC,Justin Herbert,QB,LAC,8.0,36.0,37.0,37.2,,3.2,3.7,0.7,,4924.8,,,,,32.9,,305.4,,,,15.5,,,,,
jacobs_RB_LV,Josh Jacobs,RB,LV,6.0,38.3,41.8,41.6,,8.8,,2.4,,,,,,,,0.7,1001.7,41.5,,,0.0,294.4,,,,
johnson_WR_PIT,Diontae Johnson,WR,PIT,9.0,39.3,39.8,41.2,,0.1,,1.0,,,,,,,,6.2,29.3,94.5,,,0.0,1069.7,0.4,,,
kittle_TE_SF,George Kittle,TE,SF,9.0,39.7,41.3,43.8,,0.1,,0.5,,,,,,,,5.3,14.0,74.6,,,0.0,933.0,,,,
hall_RB_NYJ,Breece Hall,RB,NYJ,10.0,41.0,46.0,43.4,,5.5,,3.0,,,,,,,,1.5,878.5,38.5,,,,332.5,,,,
waddle_WR_MIA,Jaylen Waddle,WR,MIA,11.0,42.3,40.8,41.4,,0.3,,0.5,,,,,,,,6.5,22.2,95.0,,,0.0,1009.3,0.0,,,
mclaurin_WR_WSH,Terry McLaurin,WR,WSH,14.0,43.3,43.3,42.4,,0.0,,1.0,,,,,,,,5.7,5.6,72.2,,,0.0,1015.2,,,,
metcalf_WR_SEA,DK Metcalf,WR,SEA,11.0,44.0,43.8,46.2,,0.0,,0.5,,,,,,,,7.0,4.5,77.3,,,0.0,1055.0,,,,
waller_TE_LV,Darren Waller,TE,LV,6.0,44.0,46.0,45.2,,,,1.0,,,,,,,,4.1,1.9,80.6,,,0.0,954.6,,,,
etienne_RB_JAX,Travis Etienne Jr.,RB,JAX,11.0,44.7,46.8,44.4,,5.8,0.2,2.2,,,,,,,,1.8,791.2,45.6,,,0.0,379.3,,,,
pittman_WR_IND,Michael Pittman Jr.,WR,IND,14.0,45.7,42.8,39.8,,0.1,,0.5,,,,,,,,6.4,32.7,89.2,,,0.0,1105.2,,,,
moore_WR_CAR,DJ Moore,WR,CAR,13.0,46.0,50.3,44.2,,0.0,,0.5,,,,,,,,5.5,37.4,83.3,,,0.0,1099.0,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,10.0,50.3,49.8,52.0,,4.4,1.6,2.9,,3896.4,,,,,24.2,,1111.1,,,,14.6,,,,,
mitchell_RB_SF,Elijah Mitchell,RB,SF,9.0,50.7,45.0,50.2,,7.3,0.1,3.0,,,,,,,,1.2,1116.2,23.6,,,0.0,185.6,,,,
williams_WR_LAC,Mike Williams,WR,LAC,8.0,54.3,54.8,51.4,,0.0,,1.0,,,,,,,,8.0,1.1,72.8,,,0.0,1072.3,,,,
dobbins_RB_BAL,J.K. Dobbins,RB,BAL,10.0,54.3,51.0,49.4,,8.5,0.2,1.0,,,,,,,,0.6,950.2,30.8,,,0.0,225.4,,,,
burrow_QB_CIN,Joe Burrow,QB,CIN,10.0,57.0,54.0,60.8,,2.4,1.2,0.9,,4466.3,,,,,29.9,,185.9,,,,14.7,,,,,
godwin_WR_TB,Chris Godwin,WR,TB,11.0,57.7,61.8,59.6,,0.4,,1.0,,,,,,,,5.5,21.1,84.2,,,0.0,967.6,,,,
brown_WR_ARI,Marquise Brown,WR,ARI,13.0,57.7,62.8,58.4,,0.0,,1.0,,,,,,,,5.8,2.8,77.9,,,0.0,946.9,,,,
brown_WR_DET,Amon-Ra St. Brown,WR,DET,6.0,59.3,71.5,65.0,,0.7,,0.5,,,,,,,,5.8,59.8,84.9,,,0.0,933.6,,,,
cooper_WR_CLE,Amari Cooper,WR,CLE,9.0,59.3,58.3,61.4,,0.0,2.8,1.0,,,,,,,,6.7,2.7,79.6,,,0.0,1026.9,,,,
dillon_RB_GB,AJ Dillon,RB,GB,14.0,59.3,60.3,63.6,,5.3,0.0,1.3,,,,,,,,1.3,743.0,26.4,,,,228.8,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,13.0,60.0,59.3,63.4,,4.5,0.5,1.0,,4240.7,,,,,27.6,,518.3,,,,13.9,,,,,
sutton_WR_DEN,Courtland Sutton,WR,DEN,9.0,64.0,64.0,61.2,,0.0,,1.0,,,,,,,,5.7,2.1,62.8,,,0.0,930.6,,,,
hockenson_TE_DET,T.J. Hockenson,TE,DET,6.0,64.7,61.8,67.2,,0.0,,0.5,,,,,,,,5.2,1.4,66.0,,,0.0,656.7,,,,
cooks_WR_HOU,Brandin Cooks,WR,HOU,6.0,64.7,65.3,56.6,,0.0,,0.5,,,,,,,,6.0,21.0,91.9,,,0.0,1086.3,,,,
schultz_TE_DAL,Dalton Schultz,TE,DAL,9.0,65.0,67.3,64.8,,0.0,,1.0,,,,,,,,6.4,0.5,81.3,,,0.0,854.1,,,,
mooney_WR_CHI,Darnell Mooney,WR,CHI,14.0,65.3,79.8,63.8,,0.4,,0.5,,,,,,,,4.9,28.3,73.4,,,0.0,988.0,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,9.0,66.7,73.3,76.4,,2.4,5.0,3.7,,4703.3,,,,,33.5,,216.5,,,,13.0,,,,,
harris_RB_NE,Damien Harris,RB,NE,10.0,67.3,58.5,67.2,,10.2,0.0,1.7,,,,,,,,0.6,947.7,18.4,,,0.0,142.0,,,,
robinson_WR_LAR,Allen Robinson II,WR,LAR,7.0,69.3,70.3,69.8,,0.0,,1.0,,,,,,,,5.0,0.4,68.9,,,0.0,897.7,,,,
edwardshelaire_RB_KC,Clyde Edwards-Helaire,RB,KC,8.0,69.3,60.8,64.2,,4.3,0.0,1.3,,,,,,,,1.5,638.2,32.0,,,,231.9,,,,
hurts_QB_PHI,Jalen Hurts,QB,PHI,7.0,69.7,66.5,69.4,,7.8,3.2,2.0,,3642.9,,,,,24.7,,780.4,,,,13.9,,,,,
thomas_WR_NO,Michael Thomas,WR,NO,14.0,70.0,69.8,72.0,,0.0,,0.5,,,,,,,,5.6,2.0,80.9,,,0.0,940.5,,,,
jeudy_WR_DEN,Jerry Jeudy,WR,DEN,9.0,71.0,61.5,64.6,,0.0,,1.0,,,,,,,,4.7,10.3,71.6,,,0.0,1022.8,,,,
sanders_RB_PHI,Miles Sanders,RB,PHI,7.0,73.0,69.0,65.6,,5.5,1.6,2.4,,,,,,,,1.0,1122.3,32.4,,,0.0,242.7,,,,
thielen_WR_MIN,Adam Thielen,WR,MIN,7.0,74.0,75.8,70.8,,0.0,,1.0,,,,,,,,8.4,3.9,73.4,,,0.0,850.7,,,,
wilson_QB_DEN,Russell Wilson,QB,DEN,9.0,76.7,79.3,83.8,,2.0,1.1,1.4,,4186.3,,,,,29.1,,261.9,,,,9.7,,,,,
singletary_RB_BUF,Devin Singletary,RB,BUF,7.0,77.0,77.8,75.6,,7.2,0.0,1.3,,,,,,,,1.1,905.8,33.1,,,0.0,230.4,,,,
moore_WR_NYJ,Elijah Moore,WR,NYJ,10.0,77.3,82.5,84.6,,0.7,,0.5,,,,,,,,6.1,55.4,62.2,,,0.0,848.1,,,,
davis_WR_BUF,Gabriel Davis,WR,BUF,7.0,77.3,80.5,74.0,,0.0,,0.0,,,,,,,,9.4,0.8,56.3,,,0.0,948.3,,,,
hunt_RB_CLE,Kareem Hunt,RB,CLE,9.0,79.7,79.3,76.4,,4.6,0.5,2.0,,,,,,,,1.4,568.0,40.7,,,,328.3,,,,
goedert_TE_PHI,Dallas Goedert,TE,PHI,7.0,80.3,77.0,84.2,,0.0,,1.0,,,,,,,,5.1,0.5,62.4,,,0.0,823.2,,,,
pollard_RB_DAL,Tony Pollard,RB,DAL,9.0,80.7,85.8,79.8,,3.7,,2.0,,,,,,,,1.3,730.4,43.9,,,,376.7,0.2,,,
patterson_RB_ATL,Cordarrelle Patterson,RB,ATL,14.0,81.3,88.3,77.0,,4.6,,2.0,,,,,,,,2.7,663.2,45.7,,,0.0,422.0,1.6,,,
renfrow_WR_LV,Hunter Renfrow,WR,LV,6.0,81.7,81.0,77.0,,0.0,,0.5,,,,,,,,6.8,13.3,86.0,,,0.0,901.1,0.1,,,
smithschuster_WR_KC,JuJu Smith-Schuster,WR,KC,8.0,82.0,82.8,80.8,,0.7,,0.5,,,,,,,,5.3,23.8,76.3,,,0.0,814.9,,,,
smith_WR_PHI,DeVonta Smith,WR,PHI,7.0,82.3,87.5,84.0,,0.0,,1.0,,,,,,,,6.2,0.2,63.0,,,0.0,905.8,,,,
stafford_QB_LAR,Matthew Stafford,QB,LAR,7.0,82.3,81.8,90.8,,2.1,2.1,1.9,,4698.1,,,,,33.2,,116.3,,,,15.0,,,,,
lockett_WR_SEA,Tyler Lockett,WR,SEA,11.0,83.0,94.3,87.8,,0.0,,0.5,,,,,,,,6.0,10.8,75.7,,,0.0,1081.2,,,,
brady_QB_TB,Tom Brady,QB,TB,11.0,85.0,82.8,84.4,,1.7,,1.9,,4971.4,,,,,34.6,,38.8,,,,12.7,,,,,
penny_RB_SEA,Rashaad Penny,RB,SEA,11.0,86.0,86.0,83.4,,7.2,0.1,1.6,,,,,,,,0.6,1056.6,17.7,,,0.0,140.5,,,,
edmonds_RB_MIA,Chase Edmonds,RB,MIA,11.0,89.3,93.8,89.4,,3.4,0.1,2.0,,,,,,,,1.5,591.5,48.5,,,0.0,350.3,,,,
bateman_WR_BAL,Rashod Bateman,WR,BAL,10.0,89.7,88.8,86.2,,0.0,,1.0,,,,,,,,4.4,1.1,71.1,,,0.0,899.7,,,,
walker_RB_SEA,Ken Walker III,RB,SEA,11.0,90.7,90.0,90.6,,4.5,,3.0,,,,,,,,1.0,761.5,24.0,,,,203.5,,,,
burks_WR_TEN,Treylon Burks,WR,TEN,6.0,91.7,115.5,104.8,,0.0,,2.0,,,,,,,,5.0,30.0,60.5,,,,872.0,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,14.0,93.0,91.8,89.0,,1.8,,0.9,,4467.8,,,,,34.7,,120.5,,,,8.7,,,,,
ertz_TE_ARI,Zach Ertz,TE,ARI,13.0,95.7,100.3,96.8,,0.0,,0.5,,,,,,,,5.1,2.5,62.9,,,0.0,652.9,,,,
london_WR_ATL,Drake London,WR,ATL,14.0,96.0,114.3,96.2,,0.0,,2.0,,,,,,,,4.0,6.0,63.5,,,,884.5,,,,
hopkins_WR_ARI,DeAndre Hopkins,WR,ARI,13.0,96.7,84.0,80.4,,0.0,,1.0,,,,,,,,5.5,1.4,53.3,,,0.0,661.4,,,,
gordon_RB_DEN,Melvin Gordon III,RB,DEN,9.0,98.0,93.3,97.6,,6.7,0.0,2.6,,,,,,,,1.2,717.6,23.2,,,,189.3,,,,
knox_TE_BUF,Dawson Knox,TE,BUF,7.0,98.7,91.5,100.8,,0.0,,0.0,,,,,,,,6.1,0.7,45.2,,,0.0,572.7,,,,
aiyuk_WR_SF,Brandon Aiyuk,WR,SF,9.0,100.3,98.5,103.2,,0.0,,0.5,,,,,,,,5.1,18.6,60.1,,,0.0,873.8,0.0,,,
woods_WR_TEN,Robert Woods,WR,TEN,6.0,101.0,104.8,102.6,,0.9,,0.6,,,,,,,,5.0,84.6,73.3,,,0.0,870.8,,,,
carter_RB_NYJ,Michael Carter,RB,NYJ,10.0,101.0,102.8,104.6,,3.1,0.0,1.0,,,,,,,,0.9,516.9,31.8,,,,287.4,,,,
lance_QB_SF,Trey Lance,QB,SF,9.0,103.0,105.5,110.6,,4.3,1.4,1.9,,3629.1,,,,,22.6,,630.4,,,,13.9,,,,,
stevenson_RB_NE,Rhamondre Stevenson,RB,NE,10.0,104.0,102.3,102.8,,5.3,0.0,1.0,,,,,,,,0.5,631.1,23.7,,,,179.0,,,,
carr_QB_LV,Derek Carr,QB,LV,6.0,105.7,111.8,108.4,,1.1,1.1,2.9,,4654.1,,,,,28.2,,115.9,,,,14.1,,,,,
claypool_WR_PIT,Chase Claypool,WR,PIT,9.0,107.0,112.8,107.2,,0.6,,0.5,,,,,,,,4.0,76.8,61.9,,,0.0,842.8,,,,
kirk_WR_JAX,Christian Kirk,WR,JAX,11.0,107.7,119.5,103.8,,0.0,,1.0,,,,,,,,4.6,8.0,72.3,,,0.0,868.0,,,,
wilson_WR_NYJ,Garrett Wilson,WR,NYJ,10.0,108.3,132.8,128.6,,0.0,,2.0,,,,,,,,4.5,11.5,58.0,,,,861.5,,,,
cousins_QB_MIN,Kirk Cousins,QB,MIN,7.0,108.7,117.0,120.6,,1.1,2.7,1.9,,4381.5,,,,,31.4,,107.9,,,,12.0,,,,,
spiller_RB_LAC,Isaiah Spiller,RB,LAC,8.0,109.3,126.8,129.0,,4.0,,,,,,,,,,1.0,550.0,18.0,,,,131.0,,,,
olave_WR_NO,Chris Olave,WR,NO,14.0,110.0,123.8,113.2,,0.0,,1.0,,,,,,,,5.5,5.5,52.0,,,,780.0,,,,
robinson_RB_JAX,James Robinson,RB,JAX,11.0,111.3,112.8,109.2,,5.4,0.0,1.2,,,,,,,,0.8,646.0,24.1,,,,191.7,,,,
gesicki_TE_MIA,Mike Gesicki,TE,MIA,11.0,112.7,112.3,113.2,,0.0,,1.0,,,,,,,,4.0,0.5,61.5,,,0.0,679.7,,,,
toney_WR_NYG,Kadarius Toney,WR,NYG,9.0,115.0,124.0,114.4,,0.0,,0.5,,,,,,,,3.0,51.3,58.0,,,,653.4,0.0,,,
cook_RB_BUF,James Cook,RB,BUF,7.0,115.0,115.5,106.0,,4.5,,2.0,,,,,,,,1.5,523.0,31.0,,,,251.0,,,,
gage_WR_TB,Russell Gage,WR,TB,11.0,115.7,115.5,105.6,,0.0,,2.0,,,,,,,,5.0,1.8,64.5,,,,731.7,,,,
freiermuth_TE_PIT,Pat Freiermuth,TE,PIT,9.0,116.3,117.0,114.4,,0.0,,1.0,,,,,,,,5.2,0.4,65.0,,,0.0,558.8,,,,
gallup_WR_DAL,Michael Gallup,WR,DAL,9.0,118.3,130.0,127.0,,0.0,,1.0,,,,,,,,5.3,1.2,56.4,,,0.0,820.1,,,,
mattison_RB_MIN,Alexander Mattison,RB,MIN,7.0,119.0,114.3,120.8,,3.4,,1.2,,,,,,,,1.0,482.2,24.7,,,,190.5,,,,
jones_RB_KC,Ronald Jones II,RB,KC,8.0,120.3,114.5,121.8,,4.3,0.0,1.3,,,,,,,,0.1,554.9,13.8,,,,91.7,,,,
lazard_WR_GB,Allen Lazard,WR,GB,14.0,121.3,120.8,114.0,,0.0,,0.5,,,,,,,,7.2,25.8,55.3,,,0.0,746.3,,,,
kmet_TE_CHI,Cole Kmet,TE,CHI,14.0,121.7,142.3,130.8,,0.0,,1.0,,,,,,,,3.3,2.2,54.5,,,0.0,573.6,,,,
tagovailoa_QB_MIA,Tua Tagovailoa,QB,MIA,11.0,123.0,127.3,135.0,,2.8,1.6,1.4,,4005.0,,,,,25.2,,215.9,,,,14.9,,,,,
boyd_WR_CIN,Tyler Boyd,WR,CIN,10.0,124.3,135.8,129.2,,0.1,,0.5,,,,,,,,4.3,19.7,64.6,,,0.0,723.5,,,,
